accuracy,f1_score_0,f1_score_1,avg_loss
0.5014084507042254,0.2594142259414226,0.6242038216560509,0.6932261814533824
0.476056338028169,0.0,0.6450381679389313,0.6935932161102832
0.49014084507042255,0.05235602094240838,0.651252408477842,0.6932821018595091
0.48450704225352115,0.0213903743315508,0.6500956022944551,0.6934277366584456
0.48732394366197185,0.031914893617021274,0.6513409961685823,0.6931394383940899
